"Fecha","Negocio","Producto","Cantidad","Precio","Región","Tipo_Zona","Población","Temporada"
"25/09/2024","Quiroz y Tamayo e Hijos & Hijos","Arroz","36","217.84","México","Periurbano","Col. Ampliación Trinidad y Tabago","Festiva"
"11/12/2023","Corporacin Carreón, Escalante y Aguilera & Hijos","Leche","38","399.7","Guerrero","Urbano","Nueva Sudáfrica","Baja"
"19/04/2022","Muñiz, Vásquez y Molina SA","Juguetes","4","136.32","Nayarit","Rural","Rancho Angulo","Baja"
"25/01/2025","Proyectos Concepción-Zambrano Express","Juguetes","73","449.12","Jalisco","Rural","Rancho Ornelas","Alta"
"17/12/2023","Proyectos Godínez, Corrales y Espino SA","Juguetes","5","302.95","Nayarit","Urbano","Nueva Georgia","Baja"
"23/09/2022","Despacho Pabón-Llamas & Hijos","Clavos","72","131.58","Aguascalientes","Urbano","Vieja República Dominicana","Festiva"
"01/05/2024","Corporacin Rolón-Espinosa SA","Juguetes","73","30.98","Nayarit","Rural","Rancho Ureña","Alta"
"27/12/2022","Castañeda y Chapa S. R.L. de C.V. & Hijos","Juguetes","77","170.56","Sinaloa","Urbano","Nueva Italia","Festiva"
"04/05/2022","Polanco-Flórez & Hijos","Pintura","18","33.04","Chihuahua","Periurbano","Col. Corredor Países Bajos","Festiva"
"26/10/2024","Tejeda y Borrego S.C. SA","Pintura","7","126.85","Hidalgo","Rural","Rancho Rincón","Baja"
"26/06/2022","Orozco y Gaytán A.C. SA","Leche","58","409.13","Nuevo León","Rural","Rancho Pedraza","Baja"
"21/11/2023","Laboratorios de Jesús, Báez y Ramos SA","Leche","29","427.34","Aguascalientes","Rural","Rancho Prado","Festiva"
"07/10/2023","Grupo Cuellar y Villaseñor SA","Juguetes","11","29.29","Baja California","Periurbano","Col. Viaducto Valdivia","Baja"
"08/02/2024","Contreras-Ochoa y Asociados SA","Leche","85","123.4","Guanajuato","Periurbano","Col. Peatonal Sur Pulido","Festiva"
"04/05/2024","Calvillo, Garza y Rocha & Hijos","Pintura","42","242.33","Tamaulipas","Urbano","Nueva El Salvador","Alta"
"05/12/2022","Olivárez, Salcido y Villarreal Express","Pintura","30","226.92","San Luis Potosí","Rural","Rancho Salcido","Baja"
"13/03/2024","Molina S.A. SA","Cuadernos","61","217.49","Durango","Urbano","Nueva Canadá","Alta"
"31/12/2024","Quintero S.C. Express","Arroz","92","14.55","Guanajuato","Urbano","San Nayeli los altos","Baja"
"25/06/2022","Guajardo S. R.L. de C.V. Express","Leche","15","416.39","Jalisco","Periurbano","Col. Ampliación Panamá","Baja"
"25/10/2022","Club Castillo y Noriega SA","Cuadernos","15","69.26","Aguascalientes","Rural","Rancho Segovia","Baja"
"28/03/2024","Laboratorios Urías, Rojas y Matías SA","Juguetes","99","361.64","Quintana Roo","Rural","Rancho Sosa","Alta"
"18/05/2023","Grupo Iglesias, Mondragón y Escamilla & Hijos","Cuadernos","67","149.27","Colima","Periurbano","Col. Pasaje Norte Garza","Baja"
"17/12/2022","Montoya A.C. Express","Cuadernos","36","225.83","Baja California Sur","Rural","Rancho Noriega","Alta"
"20/01/2025","Despacho Otero, Ruiz y Valladares SA","Cuadernos","91","95.16","Tlaxcala","Urbano","San Ivonne de la Montaña","Festiva"
"12/05/2022","Despacho Garza-Vanegas & Hijos","Arroz","40","213.3","Querétaro","Rural","Rancho Zamudio","Baja"
"29/08/2023","Badillo, Gaitán y Solano & Hijos","Cuadernos","28","103.93","Chihuahua","Periurbano","Col. Circuito Congo","Alta"
"19/12/2022","Grupo Espinosa, Irizarry y Espinoza & Hijos","Pintura","55","236.62","Aguascalientes","Rural","Rancho Fuentes","Festiva"
"23/02/2023","Corporacin Treviño, Carmona y Zayas & Hijos","Clavos","46","233.56","Distrito Federal","Urbano","Vieja Armenia","Festiva"
"31/03/2025","Grupo Mondragón y Córdova & Hijos","Pintura","22","366.27","Sinaloa","Periurbano","Col. Ampliación Nuevo León","Alta"
"30/05/2023","Salas A.C. Express","Clavos","45","476.94","Guerrero","Urbano","San Laura los bajos","Festiva"
"17/04/2022","Laboratorios Menéndez-Figueroa & Hijos","Pintura","93","381.77","Oaxaca","Rural","Rancho Portillo","Alta"
"31/07/2024","Zayas y Arias S.A. de C.V. Express","Cuadernos","35","435.45","Yucatán","Rural","Rancho Montenegro","Alta"
"27/06/2023","Proyectos Rojas-Mascareñas Express","Juguetes","53","127.43","Quintana Roo","Periurbano","Col. Viaducto Alonso","Baja"
"07/06/2022","Tamez y Asociados Express","Arroz","60","375.94","Tabasco","Rural","Rancho Mendoza","Baja"
"24/10/2022","Roque S.A. SA","Leche","70","71.3","Sonora","Urbano","San Delia los altos","Alta"
"24/10/2024","Proyectos Báez y de Anda SA","Arroz","14","36.92","Tamaulipas","Rural","Rancho Ibarra","Festiva"
"19/07/2024","Corporacin Valverde y Lemus Express","Pintura","77","70.5","Nayarit","Periurbano","Col. Andador Guerrero","Baja"
"13/04/2023","Despacho Viera-Cardona SA","Pintura","12","209.63","Yucatán","Periurbano","Col. Ampliación Congo","Baja"
"06/03/2025","Despacho Lerma, Guajardo y Preciado Express","Clavos","72","97.95","Sonora","Rural","Rancho Santiago","Baja"
"22/04/2024","Brito S.A. & Hijos","Cuadernos","61","45.6","Baja California Sur","Urbano","San José los altos","Festiva"
"08/05/2023","Corporacin Galindo y Irizarry & Hijos","Leche","31","309.17","Aguascalientes","Rural","Rancho Carrero","Alta"
"11/05/2024","Bustos-Baca S. R.L. de C.V. Express","Cuadernos","37","425.7","México","Rural","Rancho Villalpando","Alta"
"12/11/2023","Gil, Jáquez y Quiñones & Hijos","Leche","58","160.77","Nayarit","Rural","Rancho Mascareñas","Festiva"
"18/04/2022","Nazario A.C. & Hijos","Clavos","61","171.1","Guanajuato","Periurbano","Col. Callejón Veracruz de Ignacio de la Llave","Festiva"
"09/03/2025","Melgar y Gastélum S.A. de C.V. Express","Juguetes","7","423.57","Guerrero","Rural","Rancho Archuleta","Festiva"
"23/07/2022","de Jesús-de Jesús & Hijos","Leche","3","55.99","Querétaro","Periurbano","Col. Pasaje Pulido","Alta"
"16/10/2023","Club Rincón-Leal & Hijos","Cuadernos","29","231.83","Veracruz de Ignacio de la Llave","Urbano","San Daniela los altos","Baja"
"07/05/2024","Corona-Garrido S.A. de C.V. SA","Juguetes","7","174.46","Sonora","Periurbano","Col. Calzada Chihuahua","Festiva"
"30/01/2024","Zedillo, Sierra y Montero Express","Leche","65","30.43","Querétaro","Rural","Rancho Villalpando","Baja"
"09/08/2022","Roldán y Ayala A.C. Express","Clavos","8","345.06","Morelos","Urbano","San Guillermina de la Montaña","Baja"
"10/02/2024","Valdivia, Alba y Lozada SA","Leche","34","468.35","Chihuahua","Rural","Rancho Solano","Festiva"
"25/02/2024","Roldán-Preciado A.C. Express","Juguetes","71","42.74","Tabasco","Rural","Rancho Holguín","Alta"
"30/06/2024","Orta-Navarrete Express","Juguetes","71","144.68","Coahuila de Zaragoza","Urbano","San Aldo los altos","Alta"
"27/06/2024","Matías S.A. Express","Pintura","35","486.62","Tabasco","Urbano","San Benjamín los bajos","Baja"
"14/12/2024","Narváez A.C. SA","Clavos","89","190.81","Jalisco","Urbano","Nueva Bulgaria","Alta"
"30/05/2023","Grupo Palomino y Vela SA","Leche","11","192.81","Veracruz de Ignacio de la Llave","Urbano","Vieja Emiratos Árabes Unidos","Alta"
"01/09/2024","Villareal-Cortez A.C. & Hijos","Arroz","53","254.32","Colima","Rural","Rancho Salcido","Baja"
"08/09/2022","Bernal-Amaya y Asociados Express","Pintura","85","430.46","Yucatán","Rural","Rancho Robledo","Festiva"
"22/04/2023","Abrego S.A. Express","Arroz","45","419.87","Oaxaca","Urbano","San Juan Carlos los altos","Festiva"
"05/11/2024","Ceballos S.A. de C.V. & Hijos","Clavos","33","374.17","Quintana Roo","Periurbano","Col. Pasaje Chiapas","Festiva"
"12/12/2024","Covarrubias, Guillen y Gaytán SA","Leche","95","335.92","Michoacán de Ocampo","Urbano","San Jorge Luis de la Montaña","Festiva"
"02/07/2024","Club de León y Matos Express","Arroz","98","481.31","Coahuila de Zaragoza","Rural","Rancho Lovato","Festiva"
"29/07/2022","Holguín y Posada S.A. de C.V. Express","Arroz","82","303.1","México","Periurbano","Col. Privada Andorra","Alta"
"13/10/2023","Club Pabón y Sotelo & Hijos","Leche","22","455.58","Oaxaca","Rural","Rancho Ocasio","Baja"
"04/04/2023","Laboratorios Anaya, Villalobos y Anguiano Express","Leche","8","468.27","Coahuila de Zaragoza","Urbano","San Esperanza de la Montaña","Baja"
"24/09/2023","Muñoz-Almonte e Hijos & Hijos","Juguetes","62","40.9","Morelos","Periurbano","Col. Cerrada Ramírez","Baja"
"11/08/2024","Vanegas y Asociados SA","Pintura","65","215.2","Chihuahua","Rural","Rancho Ceja","Alta"
"02/04/2025","Grijalva y Nieves y Asociados SA","Clavos","68","181.48","Distrito Federal","Rural","Rancho Espino","Alta"
"22/04/2024","Gutiérrez y Guevara e Hijos Express","Leche","3","452.43","Michoacán de Ocampo","Urbano","San Elvia los altos","Alta"
"03/07/2023","Corporacin Márquez, Briseño y Rosales SA","Arroz","19","362.48","Chihuahua","Rural","Rancho Olivera","Festiva"
"26/03/2025","Flores y Gastélum A.C. SA","Pintura","80","164.75","Sonora","Rural","Rancho Garay","Festiva"
"26/02/2024","Alvarez, Viera y Aguirre SA","Juguetes","11","280.94","Guerrero","Urbano","Nueva Rumania","Alta"
"22/03/2023","Montalvo-Escamilla & Hijos","Cuadernos","17","347.37","México","Rural","Rancho Castellanos","Baja"
"03/04/2025","Borrego S.C. SA","Cuadernos","19","108.14","Yucatán","Periurbano","Col. Calle Norte Mascareñas","Baja"
"09/07/2023","Ramón S. R.L. de C.V. Express","Clavos","82","395.29","Coahuila de Zaragoza","Rural","Rancho Rodrígez","Festiva"
"22/01/2025","Matos, Ceballos y Almonte SA","Clavos","6","112.27","Guanajuato","Urbano","Vieja Mónaco","Baja"
"08/04/2025","Hidalgo, Jaime y Valle Express","Clavos","28","394.03","Querétaro","Urbano","Vieja Bahamas","Alta"
"26/11/2024","Pedroza y Villegas A.C. Express","Juguetes","13","209.68","Morelos","Urbano","Nueva Guinea Ecuatorial","Festiva"
"07/12/2024","Ponce-Zambrano Express","Cuadernos","22","295.51","Chihuahua","Periurbano","Col. Viaducto Rojo","Festiva"
"24/01/2025","Industrias del Valle-Verduzco & Hijos","Arroz","23","449.91","Nuevo León","Urbano","Nueva Haití","Baja"
"02/06/2023","Montes S.A. & Hijos","Juguetes","68","347.51","Quintana Roo","Rural","Rancho Salinas","Alta"
"26/12/2022","Corporacin Flórez-Mesa Express","Leche","23","148.44","Nuevo León","Rural","Rancho Olivera","Festiva"
"14/07/2023","Proyectos Navarro, Casares y Heredia Express","Arroz","6","104.49","Aguascalientes","Rural","Rancho Rico","Baja"
"11/05/2024","Laboratorios Muñoz-Valdés SA","Pintura","30","380.33","Tamaulipas","Periurbano","Col. Calzada Grecia","Baja"
"23/03/2023","Leal-Apodaca SA","Arroz","12","361.86","Sinaloa","Periurbano","Col. Periférico Sur Campos","Alta"
"06/03/2025","Collado, Esquivel y Valenzuela Express","Pintura","88","453.83","Puebla","Urbano","Vieja Costa Rica","Festiva"
"21/07/2024","Haro-Cardenas SA","Clavos","88","153.35","Baja California Sur","Urbano","Nueva República Árabe Siria","Alta"
"07/07/2024","Grupo Madrigal-Navarro SA","Clavos","24","233.91","Durango","Periurbano","Col. Callejón Aguascalientes","Alta"
"02/07/2022","Proyectos Cisneros y Ayala SA","Juguetes","28","64.27","Guanajuato","Urbano","San Reynaldo los altos","Alta"
"08/02/2023","Galarza y Baeza S.C. Express","Clavos","11","483.84","Coahuila de Zaragoza","Urbano","Nueva Djibouti","Baja"
"13/11/2024","Grupo Véliz-Alonzo & Hijos","Juguetes","41","136.05","Baja California Sur","Rural","Rancho Adame","Alta"
"11/04/2024","Cervántez-Jaimes SA","Pintura","43","84.5","Querétaro","Urbano","Nueva Túnez","Festiva"
"13/12/2024","Industrias Gurule, de Jesús y Ponce Express","Juguetes","69","247.51","Guanajuato","Periurbano","Col. Continuación Sur Roque","Baja"
"24/09/2022","Granado S.A. de C.V. & Hijos","Clavos","34","204.49","Aguascalientes","Periurbano","Col. Circuito Ramírez","Baja"
"18/09/2024","Corporacin Garrido y Longoria & Hijos","Pintura","22","148.88","Sonora","Urbano","Nueva Myanmar","Baja"
"22/01/2025","Coronado A.C. Express","Leche","72","172.92","Jalisco","Rural","Rancho Alarcón","Baja"
"16/02/2025","Montenegro-Arias e Hijos & Hijos","Clavos","74","418.83","Querétaro","Urbano","Nueva Arabia Saudita","Festiva"
"15/09/2024","Club Rivero-Nájera Express","Leche","70","398.23","Coahuila de Zaragoza","Rural","Rancho Mercado","Baja"
"08/10/2023","Laboratorios de León y Valladares SA","Arroz","79","395.26","Tlaxcala","Urbano","San Eloy los bajos","Festiva"
"10/03/2025","Casares-Carrero SA","Pintura","82","147.14","Aguascalientes","Urbano","San Cristobal los bajos","Festiva"
"03/12/2022","Menchaca S.A. SA","Cuadernos","2","371.92","México","Urbano","San Lucas de la Montaña","Alta"
"30/10/2024","Grupo Sarabia y Perea Express","Clavos","32","36.54","Guerrero","Rural","Rancho Farías","Festiva"
"02/04/2023","Romero-Amador & Hijos","Clavos","8","17.75","Jalisco","Periurbano","Col. Boulevard Reynoso","Festiva"
"02/06/2022","Proyectos Moreno-Gurule SA","Pintura","15","48.25","Tamaulipas","Urbano","Vieja Zimbabwe","Baja"
"23/04/2023","Olmos, Fonseca y Acosta Express","Leche","91","424.35","Oaxaca","Periurbano","Col. Diagonal Puebla","Festiva"
"06/03/2025","Proyectos Colón, Quiñónez y Hernández Express","Arroz","97","109.47","Morelos","Periurbano","Col. Peatonal Norte Santiago","Alta"
"01/02/2023","Chapa, de Jesús y Maya SA","Pintura","65","308.1","Chiapas","Periurbano","Col. Calle Noruega","Baja"
"18/10/2024","Ocampo-Sanches S. R.L. de C.V. Express","Leche","24","479.5","Veracruz de Ignacio de la Llave","Urbano","Nueva Uganda","Alta"
"30/11/2024","Benavides-Briones & Hijos","Pintura","30","452.21","Tamaulipas","Periurbano","Col. Viaducto Sur Ulloa","Festiva"
"22/06/2024","Saldivar-Pichardo y Asociados & Hijos","Juguetes","100","259.22","Nuevo León","Urbano","Vieja República de Moldova","Baja"
"14/08/2023","Hinojosa y Orellana e Hijos & Hijos","Pintura","55","132.41","Coahuila de Zaragoza","Periurbano","Col. Callejón Austria","Alta"
"09/12/2022","Torres y Concepción S. R.L. de C.V. & Hijos","Clavos","60","279.49","Puebla","Urbano","San Lorena los bajos","Alta"
"10/03/2025","Industrias Sáenz-Candelaria & Hijos","Cuadernos","62","440.96","Zacatecas","Periurbano","Col. Ampliación Sur Malave","Alta"
"13/12/2023","Laboratorios Abrego, Solano y Pelayo Express","Arroz","16","109.08","Coahuila de Zaragoza","Rural","Rancho Escalante","Baja"
"29/05/2022","Balderas-Rivas SA","Juguetes","72","293.59","Hidalgo","Rural","Rancho Villa","Baja"
"08/07/2024","Corporacin Padrón, Segura y Torres SA","Clavos","76","449","Guerrero","Periurbano","Col. Circunvalación Sur Corral","Baja"
"02/10/2022","Corporacin Haro, Patiño y Sotelo & Hijos","Clavos","69","39.35","Puebla","Rural","Rancho Barrios","Baja"
"19/01/2025","Industrias Llamas-Ramón SA","Juguetes","98","317.6","Tamaulipas","Urbano","Nueva Estonia","Festiva"
"22/06/2024","Gaitán, Cavazos y Meléndez SA","Leche","34","172.58","Yucatán","Urbano","San Angélica los bajos","Alta"
"11/04/2024","Ávila y Bravo S.A. de C.V. Express","Juguetes","98","305.7","Jalisco","Periurbano","Col. Calle Sur Tamayo","Baja"
"20/02/2023","Despacho Laboy-Castañeda SA","Cuadernos","62","305.23","Durango","Rural","Rancho Ferrer","Festiva"
"25/10/2023","Centeno-Cabán e Hijos Express","Pintura","70","81.73","Tlaxcala","Periurbano","Col. Cerrada Quintana Roo","Alta"
"13/09/2022","Grupo Limón-Canales & Hijos","Leche","40","370.25","Chiapas","Rural","Rancho Covarrubias","Alta"
"21/04/2022","Marrero, Estévez y Paredes Express","Arroz","82","125.27","Aguascalientes","Periurbano","Col. Pasaje Lugo","Baja"
"29/04/2024","Fajardo-Mejía SA","Leche","94","118.12","Tabasco","Urbano","Nueva Afganistán","Festiva"
"12/04/2022","Vera-Muñoz y Asociados & Hijos","Leche","48","345.69","Nayarit","Urbano","San Lucas los bajos","Festiva"
"08/06/2023","Partida-Ocampo S. R.L. de C.V. Express","Cuadernos","39","183.24","Nayarit","Rural","Rancho Esquibel","Alta"
"05/05/2024","Carrasco, Alba y Sosa SA","Juguetes","43","369.28","Baja California","Periurbano","Col. Corredor Norte Soria","Alta"
"22/11/2023","Despacho Alvarado y Baca Express","Arroz","81","30.46","Hidalgo","Periurbano","Col. Pasaje Tlaxcala","Alta"
"24/04/2022","Esquivel-Barrera Express","Cuadernos","96","289.66","Baja California Sur","Periurbano","Col. Corredor Venezuela","Festiva"
"30/04/2023","Bañuelos-Ferrer SA","Pintura","43","329.7","Distrito Federal","Periurbano","Col. Eje vial Serbia","Baja"
"08/09/2022","Mojica S.C. SA","Juguetes","95","248.62","Durango","Urbano","Vieja Guinea Ecuatorial","Baja"
"05/11/2022","Jurado-Angulo & Hijos","Cuadernos","76","347.85","Zacatecas","Rural","Rancho Prado","Baja"
"14/07/2022","Gaona-Adame & Hijos","Pintura","79","461.01","Sonora","Rural","Rancho Manzanares","Baja"
"24/08/2023","Alcala-León & Hijos","Arroz","43","76.03","Tabasco","Rural","Rancho Fonseca","Baja"
"02/10/2022","Pichardo-Santiago Express","Cuadernos","58","98.65","Durango","Rural","Rancho Robledo","Festiva"
"28/08/2023","Escobedo, Solorzano y Arce SA","Clavos","36","304.57","Campeche","Urbano","Vieja República Checa","Baja"
"07/05/2024","Rael-Delgadillo S.A. SA","Pintura","11","332.87","Hidalgo","Periurbano","Col. Circunvalación Quintana Roo","Festiva"
"11/04/2024","Solano y Asociados & Hijos","Clavos","86","376.08","Chiapas","Urbano","Vieja Venezuela","Alta"
"01/01/2023","Corporacin Heredia-Quintanilla & Hijos","Arroz","99","124.48","Tabasco","Periurbano","Col. Corredor Nayarit","Festiva"
"21/11/2023","Aguayo-Rolón S.A. de C.V. & Hijos","Cuadernos","22","123.36","Guerrero","Rural","Rancho Verdugo","Festiva"
"14/02/2023","Rojo A.C. & Hijos","Clavos","73","175.1","Yucatán","Urbano","San Clemente de la Montaña","Festiva"
"15/07/2023","de la O-Vallejo & Hijos","Cuadernos","58","271.33","Puebla","Rural","Rancho Estévez","Alta"
"23/12/2022","Moya-Barrios S.C. & Hijos","Arroz","65","254.55","Colima","Rural","Rancho Carrero","Alta"
"28/01/2023","Club Dueñas y Sanches SA","Cuadernos","46","58.12","San Luis Potosí","Urbano","San Jonás los bajos","Baja"
"28/04/2024","Gil y Ortega A.C. Express","Clavos","98","494.24","Aguascalientes","Periurbano","Col. Cerrada de Anda","Festiva"
"12/11/2023","Padrón-de Anda e Hijos SA","Clavos","100","337.49","Oaxaca","Urbano","Vieja Uruguay","Festiva"
"26/12/2022","Industrias Mata y Gracia & Hijos","Juguetes","13","262.87","Aguascalientes","Urbano","Nueva Uzbekistán","Alta"
"04/10/2022","Anaya-Acosta S.A. SA","Pintura","98","318.02","Aguascalientes","Periurbano","Col. Pasaje Uruguay","Alta"
"13/12/2024","Valdés y Asociados & Hijos","Juguetes","14","88.28","Baja California","Periurbano","Col. Cerrada Lesotho","Baja"
"20/06/2022","Nevárez y Alcántar S.C. Express","Arroz","52","94.54","Querétaro","Periurbano","Col. Calzada Oaxaca","Alta"
"04/08/2024","Grupo Barrientos-Amaya Express","Clavos","4","86.03","Distrito Federal","Rural","Rancho Domínguez","Festiva"
"16/01/2023","Club Berríos y Figueroa Express","Clavos","94","395.39","Coahuila de Zaragoza","Periurbano","Col. Boulevard Sur Camacho","Festiva"
"15/05/2022","Mireles S.A. Express","Clavos","84","144.27","Distrito Federal","Periurbano","Col. Circunvalación Norte Correa","Festiva"
"29/05/2024","Club Piña y Ureña SA","Pintura","1","152.07","Querétaro","Rural","Rancho Salcedo","Baja"
"24/04/2024","Galindo-Saldaña & Hijos","Juguetes","43","446.83","Oaxaca","Urbano","San Amanda los altos","Baja"
"18/07/2024","Benavídez-Alarcón S.C. & Hijos","Pintura","35","334.17","Veracruz de Ignacio de la Llave","Periurbano","Col. Continuación Morelos","Festiva"
"11/07/2023","Montañez-Ortega Express","Arroz","39","452.07","Coahuila de Zaragoza","Rural","Rancho Rosas","Alta"
"14/06/2024","Santacruz-Pabón S.A. & Hijos","Juguetes","31","485.9","Querétaro","Rural","Rancho Zúñiga","Baja"
"18/01/2023","Guzmán, Soto y Montalvo SA","Clavos","73","185.52","México","Periurbano","Col. Boulevard Chiapas","Festiva"
"29/05/2022","Proyectos Hernandes y Casanova SA","Leche","28","315.88","Baja California Sur","Periurbano","Col. Peatonal Alemán","Festiva"
"02/06/2023","Tello S. R.L. de C.V. SA","Cuadernos","68","62.03","Guerrero","Urbano","San Sara de la Montaña","Baja"
"04/11/2022","Despacho Reynoso, Noriega y Rivera & Hijos","Arroz","53","147.52","Hidalgo","Rural","Rancho Farías","Alta"
"19/08/2023","Parra, Badillo y Alcaraz SA","Cuadernos","22","311.1","Oaxaca","Periurbano","Col. Avenida Norte Tijerina","Festiva"
"14/02/2024","Ruiz y Almanza S. R.L. de C.V. Express","Pintura","38","170.2","Oaxaca","Rural","Rancho Reynoso","Alta"
"21/02/2025","Menchaca y Salcido S. R.L. de C.V. Express","Clavos","39","410.1","Durango","Urbano","Nueva Swazilandia","Baja"
"25/10/2022","Grupo Casillas-Salgado Express","Cuadernos","70","292.48","Querétaro","Urbano","Nueva Senegal","Alta"
"01/04/2024","Mercado-Urrutia e Hijos Express","Clavos","58","278.69","Tlaxcala","Rural","Rancho Menéndez","Festiva"
"30/09/2024","Despacho Abreu-Ocasio Express","Clavos","1","407.88","Baja California","Rural","Rancho Bañuelos","Baja"
"24/07/2023","Montes, Grijalva y Serna Express","Juguetes","55","428.93","Tlaxcala","Rural","Rancho Farías","Alta"
"24/11/2022","Rangel y Espino A.C. SA","Cuadernos","68","288.63","Tlaxcala","Rural","Rancho Madrigal","Festiva"
"30/11/2023","Acevedo, Borrego y Ocasio Express","Juguetes","43","331.83","Puebla","Periurbano","Col. Continuación Bahamas","Alta"
"19/06/2024","Mejía-Montero SA","Clavos","80","397.16","Sinaloa","Periurbano","Col. Ampliación Serbia","Festiva"
"15/09/2023","Benavides, Uribe y Ulibarri & Hijos","Pintura","1","16.49","Chihuahua","Rural","Rancho Franco","Festiva"
"11/10/2022","Despacho Adame y Rosario SA","Arroz","66","385.31","Chihuahua","Rural","Rancho Carranza","Baja"
"20/05/2024","Chapa, Carranza y Bustos Express","Pintura","81","62.36","Tamaulipas","Urbano","San Horacio los altos","Festiva"
"14/07/2023","Grupo Armendáriz, Galindo y Arriaga Express","Cuadernos","45","149.03","Querétaro","Urbano","Vieja Guatemala","Baja"
"22/03/2024","Feliciano-Perales S.A. de C.V. Express","Leche","73","365.45","Aguascalientes","Periurbano","Col. Avenida Sur Zedillo","Baja"
"13/09/2023","Grupo Gaona-Cruz SA","Clavos","12","483.71","Durango","Rural","Rancho Pichardo","Alta"
"23/01/2025","Montalvo y Aguilar y Asociados SA","Juguetes","87","408.16","Morelos","Periurbano","Col. Cerrada Sur Soto","Baja"
"01/12/2024","Valenzuela e Hijos Express","Arroz","28","417.56","Hidalgo","Rural","Rancho Montalvo","Baja"
"07/10/2024","Hinojosa y Asociados SA","Cuadernos","41","272.58","Colima","Periurbano","Col. Viaducto Federación de Rusia","Alta"
"25/06/2023","Samaniego, Farías y Juárez & Hijos","Arroz","17","285.59","Morelos","Urbano","Nueva Vanuatu","Alta"
"27/04/2023","Despacho Matías-Bahena Express","Leche","6","362.84","Baja California","Rural","Rancho Gaitán","Festiva"
"05/07/2022","Proyectos Zarate-Roybal & Hijos","Juguetes","38","343.58","Veracruz de Ignacio de la Llave","Periurbano","Col. Callejón Mozambique","Festiva"
"26/05/2022","Rosales S.A. Express","Clavos","99","105.24","Hidalgo","Periurbano","Col. Eje vial Polonia","Alta"
"23/08/2022","Proyectos Segura, Villaseñor y Soto Express","Leche","71","485.87","Baja California Sur","Rural","Rancho Zedillo","Baja"
"20/07/2024","Club Villanueva-Pineda Express","Arroz","72","335.93","Puebla","Periurbano","Col. Retorno Zapata","Festiva"
"18/08/2023","Corporacin Baca, Castañeda y de León SA","Juguetes","86","333.54","Chiapas","Rural","Rancho Galván","Baja"
"22/05/2023","Cruz y Fuentes A.C. Express","Juguetes","70","320.11","Puebla","Rural","Rancho González","Baja"
"09/03/2025","Club Pulido y Cantú & Hijos","Cuadernos","76","217.5","Oaxaca","Rural","Rancho Jiménez","Festiva"
"20/10/2022","Niño y Orosco A.C. Express","Clavos","75","198.58","Tamaulipas","Rural","Rancho Baeza","Festiva"
"03/07/2023","Proyectos Moya-Zúñiga SA","Leche","19","326.61","Durango","Periurbano","Col. Eje vial Puebla","Festiva"
"19/04/2022","Candelaria, Gamboa y Rivera SA","Arroz","82","80.26","Yucatán","Urbano","San Alvaro de la Montaña","Baja"
"29/05/2022","Despacho Cuellar-Cadena SA","Cuadernos","33","332.73","Nuevo León","Periurbano","Col. Andador Orosco","Festiva"
"10/08/2023","Escamilla-Anaya & Hijos","Juguetes","21","190.86","Campeche","Periurbano","Col. Circunvalación Arguello","Alta"
"22/06/2022","Cruz-Alejandro S.A. & Hijos","Pintura","100","499.07","Baja California","Rural","Rancho Palacios","Festiva"
"08/04/2023","Ulibarri-Caballero & Hijos","Juguetes","11","17.61","Yucatán","Urbano","Vieja Guinea Bissau","Festiva"
"27/09/2023","Prado, Mojica y Niño & Hijos","Arroz","22","282.65","Nayarit","Periurbano","Col. Prolongación Sinaloa","Alta"
"05/02/2025","Espino, Ibarra y Zelaya Express","Leche","45","445.77","Guerrero","Rural","Rancho Paredes","Festiva"
"22/01/2025","Berríos-Valladares e Hijos SA","Juguetes","20","291.69","Guanajuato","Periurbano","Col. Periférico Norte Escamilla","Festiva"
"07/09/2022","Grupo Altamirano-Robledo Express","Cuadernos","30","327.02","Guanajuato","Rural","Rancho Contreras","Alta"
"01/03/2023","Valles-Yáñez e Hijos SA","Pintura","91","333.89","Baja California Sur","Rural","Rancho Solorzano","Baja"
"05/03/2025","Moreno-Segura S.A. SA","Arroz","37","453.57","Tlaxcala","Urbano","Nueva Países Bajos","Baja"
"25/03/2024","Corporacin Meraz-Cortés SA","Clavos","43","461.26","Yucatán","Rural","Rancho Camarillo","Alta"
"16/02/2025","Ortiz y Crespo S. R.L. de C.V. SA","Cuadernos","100","419.03","México","Urbano","Nueva Afganistán","Baja"
"15/06/2024","Club Estrada y Montalvo Express","Cuadernos","59","352.75","Colima","Rural","Rancho Garibay","Alta"
"18/06/2023","Proyectos Rosado-Granados SA","Cuadernos","62","20.4","Distrito Federal","Periurbano","Col. Circuito Sur Mora","Festiva"
"03/06/2024","Industrias Arroyo y Serrato SA","Cuadernos","37","261.39","Chiapas","Rural","Rancho Blanco","Alta"
"05/02/2023","Proyectos Esquibel, Olivares y Solorio Express","Pintura","33","498.32","Baja California Sur","Periurbano","Col. Corredor Norte Anguiano","Festiva"
"03/05/2024","Laboratorios Véliz-Urrutia & Hijos","Cuadernos","55","113.29","San Luis Potosí","Urbano","San Wendolin los bajos","Alta"
"16/09/2024","Guzmán y Rivero A.C. & Hijos","Leche","31","485.82","Jalisco","Rural","Rancho Almonte","Baja"
"06/01/2023","Arenas y Esquibel S. R.L. de C.V. Express","Pintura","96","193.09","Baja California","Rural","Rancho Salcedo","Festiva"
